name,film,boxoffice
Yash Chopra,2.0,55910000.0
Floria Sigismondi,1.0,2995811.0
Ferzan Ozpetek,1.0,8220215.0
Kris Isacsson,1.0,1.0
Ben Younger,1.0,28780255.0
Daniel Taplitz,1.0,1.0
Tamara Jenkins,2.0,2.0
Linda Mendoza,1.0,6126237.0
Hart Bochner,1.0,4350774.0
Stewart Raffill,2.0,531827.0
Na Hong-jin,1.0,1.0
Chatrichalerm Yukol,1.0,1.0
Dario Argento,1.0,1.0
Eric Lavaine,1.0,14348529.0
Marc Forby,1.0,771499.0
Ole Christian Madsen,1.0,1.0
Meiert Avis,1.0,1046166.0
André Téchiné,1.0,173185859.0
Emily Young,1.0,1.0
Peter Faiman,1.0,328203506.0
Martyn Pick,1.0,1.0
Roland Suso Richter,1.0,1.0
Jeremy Sims,1.0,1.0
Maïwenn,1.0,20374201.0
Joby Harold,1.0,14373825.0
Ekachai Uekrongtham,1.0,1.0
Mark Rydell,1.0,29174648.0
David E. Talbert,1.0,22456509.0
Roger Vadim,1.0,2500000.0
Nils Gaup,1.0,1.0
Ari Sandel,1.0,43528634.0
Vondie Curtis-Hall,1.0,5271666.0
Tom Elkins,1.0,5127434.0
Kang Woo-Suk,1.0,30000000.0
John Sayles,4.0,15267772.0
Vipul Amrutlal Shah,1.0,1.0
Ken Loach,1.0,22889018.0
Ayan Mukherjee,1.0,46000000.0
Mervyn LeRoy,1.0,30000000.0
Serdar Akar,1.0,1.0
Sadullah Şentürk,1.0,1.0
James Frawley,1.0,76657000.0
Dan Gilroy,1.0,38697217.0
Jonathan Dayton,1.0,100523181.0
Valerie Faris,1.0,100523181.0
Chris Stokes,2.0,2.0
Don Siegel,1.0,43000000.0
Martin Lawrence,2.0,19184016.0
Masayuki Ochiai,1.0,294804195.0
Tom Gormican,1.0,26049082.0
Ken Shapiro,1.0,1.0
Justin Tipping,1.0,1.0
Peter R. Hunt,1.0,81974493.0
Doug Atchison,1.0,18948425.0
Jonas Elmer,1.0,29010817.0
Mary Harron,1.0,34266564.0
Erik Canuel,1.0,12671300.0
Troy Duffy,2.0,10659792.0
Nicole Holofcener,5.0,42844242.0
Matty Rich,2.0,8880706.0
Fina Torres,1.0,1.0
Duke Johnson,1.0,5659286.0
François Ozon,2.0,22441324.0
Ryan Fleck,2.0,11402965.0
Anna Boden,1.0,6491240.0
Steve James,2.0,8419915.0
Michael Winner,1.0,1.0
Tomm Moore,1.0,1.0
Nora Twomey,1.0,1.0
John Carney,2.0,84175374.0
David Jacobson,1.0,852872.0
Michael Corrente,2.0,7750407.0
Edward Hall,1.0,1.0
Keith Gordon,1.0,1.0
Andrew Currie,1.0,426224.0
Luke Wilson,1.0,1.0
Andrew Wilson,1.0,1.0
Marc Schölermann,1.0,1.0
Coky Giedroyc,1.0,1.0
Robert Moresco,1.0,143451.0
Thomas Vinterberg,3.0,16800002.0
Claudia Llosa,1.0,53086.0
Charles Binamé,1.0,2019009.0
Keith Parmer,1.0,1.0
Ol Parker,2.0,2455832.0
James Nunn,1.0,1.0
David Webb Peoples,1.0,882290.0
Michael Winnick,1.0,1.0
Stanley Tong,1.0,32392047.0
David Oelhoffen,1.0,1.0
Tony Richardson,2.0,37600001.0
Charles Robert Carner,1.0,1.0
Russell Holt,1.0,3347647.0
Claude Miller,1.0,1.0
Sacha Bennett,1.0,1.0
Rodrigo García,2.0,5634829.0
Jeta Amata,1.0,1.0
Siddharth Anand,1.0,14369905.0
Vincent Paronnaud,1.0,25399540.0
Marjane Satrapi,1.0,25399540.0
Dennis Gansel,1.0,19000000.0
Daniel Barber,1.0,10329747.0
Robert Marcarelli,1.0,2400000.0
Ernie Barbarash,2.0,2.0
Guy Hamilton,6.0,507480446.0
Adam Brooks,1.0,55447968.0
Michael Anderson,1.0,25000000.0
James D. Stern,1.0,21268532.0
Don Kempf,1.0,21268532.0
Matt Bettinelli-Olpin,1.0,36433975.0
Tyler Gillett,1.0,36433975.0
Sharron Miller,1.0,1.0
Aaron Schneider,1.0,1.0
Tom Ford,1.0,1.0
Tony Maylam,1.0,5.0
Mitch Davis,2.0,4720372.0
Kevin Brodie,1.0,1.0
Lynne Ramsay,2.0,6038943.0
John Stephenson,1.0,1.0
Tim Chambers,1.0,1.0
Dick Richards,1.0,3243088.0
Bob Gosse,1.0,1429299.0
Alex Zamm,1.0,1.0
Spencer Susser,1.0,382946.0
Thaddeus O'Sullivan,1.0,1.0
Shari Springer Berman,2.0,6456666.0
Robert Pulcini,2.0,6456666.0
Aleksey German,1.0,1310673.0
Stephen Milburn Anderson,1.0,46488.0
Richard E. Grant,1.0,13834044.0
David Lam,1.0,17234954.0
Vladlen Barbe,1.0,12400000.0
Maksim Sveshnikov,1.0,12400000.0
Richard Rich,1.0,1.0
Robert C. Cooper,1.0,8900000.0
Kim Nguyen,1.0,1.0
Jackie Earle Haley,1.0,1.0
Max Färberböck,1.0,1.0
Arie Posin,1.0,1.0
Damian Nieman,1.0,1.0
Mark Tonderai,1.0,44287131.0
Ian Fitzgibbon,1.0,1.0
Rachel Perkins,1.0,7.0
Luis Valdez,1.0,54215416.0
Alan Alda,1.0,1.0
Louis Morneau,1.0,10.0
Caroline Link,1.0,17873182.0
Sterling Van Wagenen,1.0,2025032.0
Zal Batmanglij,2.0,2401511.0
Hans Petter Moland,1.0,1.0
Oren Moverman,1.0,1521261.0
Ian Sharp,1.0,1.0
Wolfgang Becker,1.0,79384880.0
Dan O'Bannon,1.0,14237000.0
George Roy Hill,2.0,261925216.0
Robert Stevenson,1.0,102272727.0
Jerome Robbins,1.0,43656822.0
Gary Hardwick,1.0,1.0
King Vidor,3.0,54600000.0
Fred Savage,1.0,18197398.0
Sammo Hung,1.0,18814720.0
Dominique Othenin-Girard,1.0,11642254.0
Jean-Jacques Mantello,1.0,7518876.0
Risa Bramon Garcia,1.0,6852450.0
Brian Klugman,1.0,13231461.0
Lee Sternthal,1.0,13231461.0
Matt Piedmont,1.0,1.0
Raymond De Felitta,1.0,6670712.0
John Michael McDonagh,1.0,19560274.0
Deb Hagan,1.0,6230276.0
Zach Cregger,1.0,1.0
Trevor Moore,1.0,1.0
Zach Braff,2.0,32265022.0
Mark Tarlov,1.0,4398989.0
John Cameron Mitchell,3.0,10308096.0
Jon Knautz,3.0,3.0
David Atkins,1.0,2025238.0
Patrick Stettner,2.0,2.0
Sam Peckinpah,4.0,16653514.0
Michael Crichton,1.0,1.0
Sylvio Tabet,1.0,869325.0
Rick Bieber,1.0,399611.0
Joey Lauren Adams,1.0,1.0
Fred Zinnemann,5.0,79650001.0
S.R. Bindler,1.0,69497.0
Greg Marcks,1.0,1.0
Perry Lang,1.0,1.0
Jake Goldberger,1.0,1.0
William Kaufman,2.0,2.0
Jim O'Hanlon,1.0,1.0
Cédric Klapisch,2.0,3897800.0
Kate Barker-Froyland,1.0,32251.0
Martin Koolhoven,1.0,530048.0
Charles Matthau,1.0,1.0
Christopher Bessette,1.0,1.0
Prachya Pinkaew,1.0,27165581.0
Gary Sinyor,1.0,1.0
Ashish R. Mohan,1.0,126.0
Paco Plaza,2.0,48917680.0
Darren Grant,1.0,50652203.0
Joseph Gordon-Levitt,1.0,30450756.0
William Sachs,1.0,4865000.0
Christophe Barratier,1.0,83580170.0
Émile Gaudreault,1.0,3031801.0
James Cox,3.0,2466446.0
James Toback,2.0,10057193.0
Aki Kaurismäki,1.0,1.0
Hitoshi Matsumoto,1.0,1.0
Rakeysh Omprakash Mehra,1.0,11502151.0
Collin Schiffli,1.0,28443455.0
George Ratliff,1.0,1.0
Shane Meadows,4.0,8176547.0
Jon Wright,1.0,1.0
Michael McGowan,1.0,1.0
Liv Ullmann,1.0,5000000.0
Rohan Sippy,1.0,1.0
Dan Trachtenberg,1.0,108286421.0
David F. Sandberg,1.0,44107032.0
Stiles White,1.0,103590271.0
Eugenio Derbez,1.0,99067206.0
Henry Koster,1.0,36000000.0
Patty Jenkins,1.0,60378584.0
Christopher B. Landon,1.0,86362372.0
David Gelb,1.0,64110728.0
Mike Flanagan,2.0,44030247.0
Nat Faxon,1.0,23198652.0
Jim Rash,1.0,23198652.0
Doug McHenry,1.0,1.0
George Jackson,1.0,1.0
George T. Miller,1.0,20659423.0
Maurice Joyce,1.0,1.0
Robert Duvall,1.0,1.0
Frank Perry,1.0,25032261.0
Jesse Peretz,2.0,17314135.0
Ice Cube,1.0,1.0
Richard Glatzer,2.0,43884653.0
Wash Westmoreland,2.0,43884653.0
Michael Curtiz,3.0,28198500.0
Bruce Malmuth,1.0,19905359.0
Rob Hedden,1.0,14000000.0
Harmony Korine,1.0,31724284.0
Joe Chappelle,1.0,15116634.0
Mickey Liddell,1.0,1.0
Fred Walton,1.0,1.0
Steve Carver,1.0,12232628.0
Gonzalo López-Gallego,1.0,25562924.0
Christine Jeffs,1.0,16174377.0
Don Coscarelli,3.0,21339380.0
Michael Tiddes,3.0,106646682.0
Bill Duke,1.0,1.0
Frank Borzage,1.0,25.0
Mamoru Hosoda,1.0,7012038.0
Shigeyasu Yamauchi,1.0,7012038.0
Brian Dannelly,1.0,10156933.0
Denys Arcand,1.0,3432342.0
J.S. Cardone,1.0,8704851.0
Jay Levey,1.0,1.0
Nicholaus Goossen,1.0,6538177.0
Scott Marshall,1.0,1.0
Ronan Chapalain,1.0,4074023.0
Pascal Vuong,1.0,4074023.0
Xavier Beauvois,1.0,41424067.0
Randall Miller,1.0,4040588.0
Jerry Belson,1.0,1.0
Dan Rush,1.0,2614773.0
Michael Cuesta,2.0,4118038.0
Fenton Bailey,2.0,1396519.0
Randy Barbato,2.0,1396519.0
Jeremy Saulnier,2.0,3478755.0
Billy Kent,1.0,1.0
James Manera,1.0,846704.0
Feroz Abbas Khan,1.0,2015004.0
Errol Morris,1.0,1.0
Dennis Hopper,1.0,1.0
Eli Craig,1.0,5476793.0
Nicholas Fackler,1.0,1.0
Richard Wallace,1.0,1.0
Morgan J. Freeman,2.0,2.0
Matthew Hastings,1.0,1.0
Klaus Menzel,1.0,1.0
Oren Peli,2.0,193355801.0
Paul Andrew Williams,2.0,2.0
William H. Macy,1.0,1.0
Barrett Esposito,1.0,1.0
Vicky Jewson,1.0,1.0
Marcia Bennett,1.0,1.0
Stanton Barrett,1.0,1856725.0
Jiří Menzel,1.0,1.0
Fatih Akin,1.0,17872796.0
Nick Murphy ,2.0,414561242.0
Frank LaLoggia,1.0,10000000.0
Jeremy Brock,1.0,1.0
Scott Foley,1.0,1.0
Christophe Ali,1.0,1.0
Nicolas Bonilauri,1.0,1.0
Gabriela Tagliavini,1.0,1.0
Shona Auerbach,1.0,1.0
Leonard Farlinger,1.0,1.0
Michel Leclerc,1.0,1.0
Analeine Cal y Mayor,1.0,1.0
Tom Kalin,1.0,1.0
Robert Sarkies,1.0,1.0
John Huston,2.0,18600000.0
Walter Lang,2.0,2.0
Carlos Saura,1.0,1.0
Jon Erwin,1.0,10429707.0
Andrew Erwin,2.0,15785554.0
Beto Gómez,1.0,1.0
Mike van Diem,1.0,1.0
Jonas Åkerlund,2.0,2.0
Todd Solondz,3.0,3552207.0
René Féret,1.0,1.0
Barry Skolnick,1.0,7310206.0
Johnnie To,1.0,1.0
Mateo Gil,1.0,623528.0
Lukas Moodysson,1.0,1.0
Agnieszka Wojtowicz-Vosloo,1.0,3606395.0
Kabir Sadanand,1.0,1.0
Peter DeLuise,1.0,1.0
Raja Menon,1.0,32000000.0
Kevin Sullivan,1.0,1.0
Nick Love,2.0,6294162.0
Ivan Engler,1.0,1.0
Ralph Etter,1.0,1.0
Cecil B. DeMille,1.0,36000000.0
Henry Hobson,1.0,187112.0
Mike Figgis,2.0,49800001.0
Duane Journey,1.0,298688.0
Billy Wilder,4.0,61000001.0
Lisa Cholodenko,1.0,34705850.0
John Sturges,1.0,11744471.0
William Arntz,1.0,10000000.0
Betsy Chasse,1.0,10000000.0
Ed Gass-Donnelly,1.0,15179302.0
DJ Pooh,2.0,19229331.0
James Melkonian,1.0,1.0
Roger Avary,2.0,5692259.0
Allison Anders,2.0,4300001.0
Alexandre Rockwell,1.0,4300000.0
Rick de Oliveira,1.0,1.0
Jeff Franklin,1.0,1.0
Mike Mills,2.0,7252123.0
Dave McKean,1.0,866999.0
Ron Fricke,1.0,5966671.0
Ruggero Deodato,1.0,1.0
Gavin Wiesen,1.0,1406224.0
Mora Stephens,1.0,1.0
Mars Callahan,1.0,1.0
Leos Carax,1.0,641100.0
Stefan Schwartz,1.0,302204.0
Robert Lee King,1.0,1.0
Jorge Ramírez Suárez,1.0,1.0
Dan Ireland,1.0,1.0
Fernando León de Aranoa,1.0,146402.0
Jim Mickle,1.0,33245.0
Karim Aïnouz,1.0,1.0
Sam Levinson,1.0,355688.0
Aleksandr Veledinskiy,1.0,4037782.0
Peter H. Hunt,1.0,1.0
Ruba Nadda,1.0,1.0
James Whale,1.0,8000000.0
Howard Hughes,1.0,8000000.0
Edmund Goulding,1.0,8000000.0
Edward Burns,4.0,9482582.0
Sean Byrne,1.0,1.0
Mark Griffiths,1.0,1.0
Bruce MacDonald,1.0,1.0
Victor Fleming,3.0,439294426.0
Richard Raymond,1.0,1.0
George Sidney,3.0,25892000.0
Chris Morris,1.0,4270000.0
Andrucha Waddington,1.0,1.0
Peter Stebbings,1.0,44462.0
Vincente Minnelli,1.0,2956000.0
Dagur Kári,1.0,1.0
Jim Abrahams,1.0,83453539.0
Kevin Carraway,1.0,1.0
Michael Gornick,1.0,14000000.0
Richard Brooks,4.0,40977876.0
Robert Eggers,1.0,40423945.0
Michael Martin,1.0,1.0
Gideon Raff,1.0,239268602.0
Louis C.K.,1.0,1.0
Anthony C. Ferrante,1.0,1.0
Salvador Carrasco,1.0,1.0
André Øvredal,1.0,4159678.0
Robert Cary,1.0,1.0
Adam Rapp,1.0,113783.0
Warren P. Sonoda,1.0,1.0
Amanda Gusack,1.0,1.0
Avi Nesher,1.0,1.0
Charles Adelman,1.0,1.0
Jay Oliva,1.0,1.0
Charles Ferguson,3.0,9303146.0
Mark Young,1.0,1.0
"Daniel Petrie, Jr.",1.0,1.0
Antonio Simoncini,1.0,1.0
Luc Jacquet,1.0,127392239.0
Jérôme Maison,1.0,127392239.0
Eldar Rapaport,1.0,73745738.0
Clark Gregg,1.0,3830137.0
Damien Chazelle,1.0,13092000.0
Kátia Lund,1.0,30641770.0
Justin Kerrigan,1.0,4000000.0
Nathan Frankowski,1.0,1.0
Karen Moncrieff,2.0,464001.0
Jonathan Silverman,1.0,45000.0
Jennifer Finnigan,1.0,45000.0
Eric Styles,1.0,7.0
Laurent Cantet,1.0,28814580.0
John Ford,4.0,26000000.0
Max Mayer,1.0,2277396.0
Joshua Marston,1.0,1.0
John Gulager,1.0,658573.0
Brandon Cronenberg,1.0,1.0
Frank Capra,5.0,36177225.0
Tod Williams,1.0,177512032.0
Ted Post,2.0,25799718.0
Michael Haigney,1.0,68411275.0
Kunihiko Yuyama,1.0,68411275.0
Tom McLoughlin,1.0,19472057.0
Adam Marcus,1.0,15938065.0
John Maclean,1.0,229094.0
Benny Boom,1.0,1.0
Howard Hawks,1.0,9012000.0
Arthur Rosson,1.0,9012000.0
Nnegest Likké,1.0,1.0
Christopher Leitch,1.0,1.0
Patricia Cardoso,2.0,2.0
Damien O'Donnell,1.0,28200000.0
Peter M. Cohen,1.0,1.0
Mel Stuart,1.0,4000000.0
Anthony Hickox,1.0,1.0
Tom Schulman,1.0,1.0
Jill Sprecher,2.0,418489.0
Darren Stein,2.0,3076821.0
David Nixon,1.0,1.0
Patrick Doughtie,1.0,1.0
Enrique Begné,1.0,7353544.0
Matthew Bright,1.0,1.0
Michael Landon Jr.,2.0,2.0
Andrea Arnold,1.0,2357852.0
Whit Stillman,2.0,2.0
Leslye Headland,1.0,11947954.0
Bobby Roth,1.0,1.0
Tim Heidecker,1.0,1.0
Eric Wareheim,1.0,1.0
Michael Worth,1.0,1.0
Kate Connor,1.0,1.0
Deon Taylor,1.0,1.0
Jason Alexander,1.0,1.0
Conor McPherson,1.0,698491347.0
Will Canon,1.0,3387000.0
Philip Zlotorynski,1.0,1.0
Lance Kawas,1.0,1.0
Francesca Gregorini,1.0,1.0
Tatiana von Furstenberg,1.0,1.0
Márcio Garcia,1.0,1.0
Craig Moss,2.0,2.0
Michael Jai White,1.0,1.0
Paolo Monico,1.0,1.0
Youssef Delara,2.0,2.0
Victor Teran,1.0,1.0
Darin Scott,1.0,1.0
Christian Sesma,1.0,1.0
Monte Hellman,1.0,26160000.0
Brian Caunter,1.0,1.0
Chris D'Arienzo,1.0,1.0
Isaac Florentine,1.0,1.0
Heidi Ewing,1.0,103735.0
Rachel Grady,1.0,103735.0
Alex Gibney,2.0,378396.0
Eugene Jarecki,1.0,103735.0
Leon Ford,1.0,1.0
Hank Braxtan,1.0,1.0
John Carl Buechler,1.0,19170001.0
Rajkumar Hirani,1.0,31517561.0
Victor Nunez,2.0,1001438.0
Rohit Jugraj,1.0,1.0
Kresten Vestbjerg Andersen,1.0,1.0
Thorbjørn Christoffersen,1.0,1.0
Alex van Warmerdam,1.0,1715078.0
Paweł Pawlikowski,2.0,10700001.0
Frank Sebastiano,1.0,1.0
Stacy Peralta,2.0,3166001.0
Nacho Vigalondo,1.0,553198.0
Ning Hao,2.0,2.0
Tony Giglio,1.0,680299.0
Stanley Donen,1.0,7200000.0
Gene Kelly,1.0,7200000.0
Joe Cross,1.0,1.0
Kurt Engfehr,1.0,1.0
John Sullivan,1.0,33400000.0
Dinesh D'Souza,1.0,33400000.0
Tommy Lee Wallace,1.0,14400000.0
Don Taylor,1.0,12348905.0
Leslie Small,2.0,39943343.0
Éric Tessier,1.0,1.0
Alison Maclean,1.0,1.0
Alice Wu,1.0,1.0
Sarah Gavron,1.0,1.0
James Ponsoldt,1.0,6854611.0
Joshua Tickell,1.0,1.0
Tim Boxell,1.0,1.0
Michael D. Sellers,1.0,71904.0
Reed Cowan,1.0,1.0
Steven Greenstreet,1.0,1.0
James Dodson,1.0,1.0
Alex Rivera,1.0,107559.0
John Murlowski,1.0,1.0
Benni Diez,1.0,1.0
Danny Perez,1.0,1.0
Robby Henson,1.0,1.0
Zackary Adler,1.0,1.0
Dominic Burns,1.0,1.0
Carmen Marron,1.0,1.0
Jason Stone,1.0,1.0
Jerry Rees,1.0,1.0
David Hand,3.0,535692636.0
Samuel Armstrong,2.0,350767150.0
William Roberts,2.0,350767150.0
Paul Satterfield,2.0,350767150.0
Jim Handley,1.0,83320000.0
Ford Beebe,1.0,83320000.0
T. Hee,1.0,83320000.0
Wilfred Jackson,1.0,83320000.0
Norman Ferguson,1.0,83320000.0
Jaco Booyens,1.0,1.0
Danny Steinmann,1.0,21930418.0
Jon Gunn,3.0,3.0
Hayley Cloake,1.0,1.0
Tay Garnett,1.0,9132000.0
Shyam Madiraju,1.0,1.0
Harmage Singh Kalirai,1.0,1.0
Rita Merson,1.0,1.0
William Wyler,1.0,23650000.0
Larry Clark,2.0,7893027.0
Petter Næss,1.0,1.0
Robert Fontaine,1.0,3330.0
Neil Mcenery-West,1.0,1.0
Anthony O'Brien,1.0,1.0
Lloyd Kaufman,3.0,3.0
Michael Herz,2.0,2.0
David Robert Mitchell,1.0,14674076.0
Robert Mulligan,1.0,13129846.0
Liu Chia-Liang,1.0,311546543.0
Chris Kentis,2.0,67769626.0
Laura Lau,1.0,13101672.0
Alex Kendrick,4.0,78156870.0
Robert Rossen,1.0,7600000.0
Jack Conway,1.0,9172000.0
Chris Eyre,1.0,1.0
Elia Kazan,3.0,25400000.0
Debra Granik,1.0,13831503.0
Henry King,1.0,4000000.0
Miranda July,1.0,1.0
Max Joseph,1.0,11122090.0
Jim Jarmusch,1.0,6072444.0
Kevin Tenney,1.0,1.0
Ari Folman,1.0,11125849.0
Marielle Heller,1.0,1477002.0
David Sington,1.0,1.0
Kelly Reichardt,3.0,876304.0
Bob Giraldi,1.0,1.0
Huck Botko,1.0,563706.0
Andrew Gurland,1.0,563706.0
David Duchovny,1.0,1.0
Mitchell Lichtenstein,1.0,1.0
Lance Mungia,1.0,124494.0
Hue Rhodes,1.0,111731.0
Danny Provenzano,1.0,1.0
Bill Muir,1.0,1.0
Noah Buschel,1.0,1.0
Brian Yuzna,1.0,54207.0
Hunter Richards,1.0,1.0
Laurie Collyer,1.0,622806.0
Aaron Hann,1.0,1.0
Mario Miscione,1.0,1.0
Phil Claydon,1.0,1.0
Ralph Ziman,1.0,1.0
John Simpson,1.0,1.0
Colin Minihan,1.0,1.0
Stuart Ortiz,1.0,1.0
Conor McMahon,1.0,95000.0
Chris Shadley,1.0,1.0
Simon Napier-Bell,1.0,1.0
Simon Yin,1.0,1.0
Jeff Crook,1.0,1.0
Josh Crook,1.0,1.0
Orson Welles,1.0,1.0
Dave Payne,1.0,1.0
Brad Copeland,1.0,1.0
Paul Bunnell,1.0,1.0
Phil Morrison,1.0,1.0
Harald Reinl,1.0,1.0
Tanner Beard,1.0,1.0
Scott Dow,1.0,1.0
Derick Martini,1.0,1.0
Jerry Dugan,1.0,1.0
Tim Hunter,1.0,1.0
Richard Ayoade,1.0,864659.0
Jehane Noujaim,1.0,1.0
Jean-Marc Barr,1.0,1.0
Pascal Arnold,1.0,1.0
Remo D'Souza,1.0,222000.0
John Laing,1.0,1.0
Jamal Hill,1.0,1.0
Daniel Stamm,1.0,67738090.0
Carlos Carrera,1.0,1.0
Benh Zeitlin,1.0,21107746.0
J. Lee Thompson,2.0,18544595.0
Maggie Greenwald,1.0,1.0
Vera Farmiga,1.0,841733.0
Vijay Chandar,1.0,1.0
Jonathan Wacks,1.0,1.0
Khyentse Norbu,1.0,1.0
Tony Krantz,1.0,1.0
Mitchell Altieri,1.0,1.0
W.D. Hogan,1.0,1.0
Corey Grant,1.0,1.0
Lucky McKee,1.0,150277.0
Richard Boddington,1.0,1.0
Steven R. Monroe,1.0,572809.0
Mark Illsley,1.0,1943649.0
Ritesh Batra,1.0,4235151.0
Sally Potter,1.0,228990976.0
Brad J. Silverman,1.0,1.0
Dave Meyers,1.0,6033999.0
David M. Matthews,1.0,2592808.0
Nadine Labaki,1.0,1.0
Lluís Quílez,1.0,1.0
Eytan Fox,1.0,1.0
Romesh Sharma,1.0,1.0
François Truffaut,1.0,1214006.0
Adam Goldberg,1.0,1.0
Travis Zariwny,1.0,30553394.0
Adrienne Shelly,1.0,22179430.0
Newt Arnold,1.0,11806119.0
Alex Cox,1.0,2300000.0
Fabián Bielinsky,1.0,1.0
Dror Moreh,1.0,1.0
Rebecca Miller,1.0,712294.0
Maggie Carey,1.0,3566225.0
Henry Bean,1.0,416925.0
Simeon Rice,1.0,1.0
Jeff Garlin,1.0,1.0
Qasim Basir,1.0,330048.0
Adam Green,1.0,1.0
Charlie Chaplin,1.0,8500000.0
Pete Jones,1.0,1.0
Bruce Campbell,1.0,173066.0
Adam Carolla,1.0,1.0
Kevin Hench,1.0,1.0
Bruce McDonald,1.0,32000.0
James Mottern,1.0,1.0
Gerard Johnstone,1.0,1.0
Robert Greenwald,2.0,2.0
David Ray,1.0,1.0
David Rodriguez,1.0,1.0
Nae Caranfil,1.0,1.0
David Winning,1.0,1500000.0
Frank Lotito,1.0,1.0
Timothy Woodward Jr.,1.0,1.0
Tara Subkoff,1.0,1.0
Russell Friedenberg,1.0,1.0
Lucrecia Martel,1.0,1.0
Edward Dmytryk,1.0,2620000.0
Zak Penn,1.0,1.0
Alex Ranarivelo,1.0,1.0
Trevor Matthews,1.0,1.0
Mathieu Amalric,1.0,1.0
David Worth,1.0,1.0
Leslie H. Martinson,1.0,411348924.0
Robert M. Young,1.0,1.0
Steve Buscemi,2.0,2.0
Ham Tran,1.0,639000.0
Rich Cowan,1.0,619042.0
Boris Rodriguez,1.0,1632.0
Sadyk Sher-Niyaz,1.0,1.0
Paul Donovan,1.0,1.0
Digby Cook,1.0,1.0
Jonathan Kesselman,1.0,1.0
Arjun Sablok,1.0,1.0
Tyler Oliver,1.0,1.0
Douglas Cheek,1.0,3412497.0
Michael D. Olmos,1.0,1.0
Deryck Broom,1.0,1.0
Henry Hathaway,1.0,8500000.0
Giovanni Zelko,1.0,1.0
Claudia Sainte-Luce,1.0,1.0
Jamie Babbit,2.0,2976636.0
David Boyd,1.0,2861020.0
Anna Muylaert,1.0,1.0
Steve Taylor,1.0,1.0
James David Pasternak,1.0,1.0
Laurent Bouhnik,1.0,1.0
Tom Sanchez,1.0,1.0
David Caffrey,1.0,1.0
Adam Jay Epstein,1.0,1.0
Andrew Jacobson,1.0,1.0
Justin Thomas Ostensen,1.0,1.0
Ossie Davis,1.0,1.0
Jay Alaimo,1.0,1.0
Dylan Bank,1.0,1.0
Rob McKittrick,1.0,18637690.0
Jeff Burr,1.0,1400000.0
Guy Maddin,1.0,97077.0
Regardt van den Bergh,1.0,1.0
Panos Cosmatos,1.0,1.0
Gareth Evans,1.0,4105187.0
Matthew R. Anderson,1.0,1.0
Edward Conna,1.0,1.0
Joe Marino,1.0,1.0
Joel Anderson,1.0,1.0
Shimit Amin,1.0,1.0
Douglas Trumbull,1.0,1.0
Mona Lerche,1.0,1.0
Levan Gabriadze,1.0,62882090.0
Bradley Parker,1.0,18112929.0
Clive Barker,1.0,14564027.0
Harold Cronk,1.0,23507567.0
Takao Okawara,1.0,10037390.0
Duncan Tucker,1.0,13350369.0
Russ Meyer,1.0,40000000.0
Robert D. Webb,1.0,9000000.0
Allan Dwan,1.0,7800000.0
Andrew Steggall,1.0,1.0
Ben Lewin,1.0,9138338.0
Robert Kenner,1.0,1.0
Jon Erwin ,1.0,5355847.0
Craig Johnson,1.0,5284309.0
Sean Durkin,1.0,3538446.0
Gillian Robespierre,1.0,3123963.0
Courtney Hunt,1.0,1.0
Morgan Neville,1.0,5892661.0
Chris Paine,1.0,1678874.0
Greg Berlanti,1.0,1744858.0
Marc Levin,1.0,1.0
Richard Dutcher,1.0,852206.0
Khalid Mohammed,1.0,623791.0
Gia Coppola,1.0,1.0
Scandar Copti,1.0,1.0
Yaron Shani,1.0,1.0
Goran Dukic,1.0,1.0
Mike Cahill,2.0,2113407.0
Kyle Rankin,1.0,1.0
Efram Potelle,1.0,1.0
Joshua Oppenheimer,1.0,444575.0
Christine Cynn,1.0,444575.0
Anonymous,1.0,444575.0
Paul Crowder,1.0,1.0
John Dower,1.0,1.0
Rohit Jagessar,1.0,1.0
Anthony Powell,1.0,1.0
Kief Davidson,1.0,1.0
Daniel Junge,1.0,1.0
Johnny Remo,1.0,1.0
Vivek Agnihotri,1.0,1.0
Ti West,2.0,78397.0
Nick Tomnay,1.0,14870.0
Nickolas Perry,1.0,1.0
Dan Zukovic,1.0,1.0
Becky Smith,1.0,1.0
Eric Nicholas,1.0,10018.0
Benjamin Dickinson,1.0,1.0
Hal Haberman,1.0,7202.0
Jeremy Passmore,1.0,7202.0
Frank Whaley,1.0,1.0
Amat Escalante,1.0,1.0
Katherine Brooks,1.0,1.0
David Cross,1.0,1.0
Randall Rubin,1.0,1.0
Jon Schroder,1.0,1.0
Robert Bennett,1.0,1.0
Mary Pat Kelly,1.0,1.0
Lori Petty,1.0,1.0
Charlie Levi,1.0,1.0
Kevin Hamedani,1.0,1.0
David DeCoteau,2.0,2.0
Mikel Rueda,1.0,1.0
Stefan C. Schaefer,1.0,1.0
Michael Taliferro,1.0,1.0
Katie Aselton,1.0,1.0
Robert Heath,1.0,95330493.0
D. Stevens,1.0,1.0
Jeffrey St. Jules,1.0,1.0
Robert Hall,1.0,1.0
Kevin King,1.0,1.0
Jonathan Meyers,1.0,1.0
Ralph Nelson,1.0,814666.0
Blair Erickson,1.0,1.0
Allison Burnett,1.0,1.0
Richard Schenkman,2.0,2.0
Sanjay Rawal,1.0,1.0
Kat Coiro,1.0,30905.0
Cristian Mungiu,1.0,1185783.0
